race_id,party_cd,voter_lat,voter_long,precinct_id,precinct_lat,precinct_long,precinct_abbrv
6,3,35.77635,-81.74107,20,35.758938,-81.71575,0048
6,0,35.77635,-81.74107,20,35.758938,-81.71575,0048
6,0,35.730892,-81.67065,18,35.719433,-81.67715,0039
6,3,35.805965,-81.76761,14,35.788425,-81.75808,0047-B
5,0,35.751144,-81.75994,3,35.776558,-81.754906,0047-A
5,3,35.73728,-81.6776,18,35.719433,-81.67715,0039
5,3,35.73728,-81.6776,18,35.719433,-81.67715,0039
6,0,35.6858,-81.73142,2,35.732937,-81.73751,0040
6,2,35.7475,-81.63354,13,35.75313,-81.646164,0038
6,2,35.764313,-81.72742,20,35.758938,-81.71575,0048
5,3,35.72984,-81.665695,18,35.719433,-81.67715,0039
5,3,35.746418,-81.659134,18,35.719433,-81.67715,0039
1,3,35.772984,-81.806145,3,35.776558,-81.754906,0047-A
5,3,35.806755,-81.77603,14,35.788425,-81.75808,0047-B
5,3,35.736713,-81.6716,18,35.719433,-81.67715,0039
6,2,35.770935,-81.76343,3,35.776558,-81.754906,0047-A
6,3,35.752983,-81.66585,13,35.75313,-81.646164,0038
6,0,35.683796,-81.812515,24,35.717884,-81.7676,0051
6,2,35.789585,-81.74407,14,35.788425,-81.75808,0047-B
6,3,35.71889,-81.76918,24,35.717884,-81.7676,0051
5,3,35.733356,-81.74536,2,35.732937,-81.73751,0040
5,0,35.75487,-81.67779,13,35.75313,-81.646164,0038
6,2,35.695076,-81.754074,2,35.732937,-81.73751,0040
6,0,35.720657,-81.668045,18,35.719433,-81.67715,0039
6,2,35.734894,-81.64822,18,35.719433,-81.67715,0039
6,3,35.7653,-81.71997,20,35.758938,-81.71575,0048
6,3,35.735653,-81.72995,2,35.732937,-81.73751,0040
6,2,35.73373,-81.74041,2,35.732937,-81.73751,0040
6,3,35.711258,-81.7662,24,35.717884,-81.7676,0051
6,2,35.711258,-81.7662,24,35.717884,-81.7676,0051
6,0,35.74039,-81.63959,13,35.75313,-81.646164,0038
1,3,35.747547,-81.648155,13,35.75313,-81.646164,0038
6,0,35.767754,-81.715164,20,35.758938,-81.71575,0048
6,0,35.767754,-81.715164,20,35.758938,-81.71575,0048
6,2,35.753456,-81.6748,13,35.75313,-81.646164,0038
6,0,35.743916,-81.66393,18,35.719433,-81.67715,0039
6,3,35.76631,-81.728775,20,35.758938,-81.71575,0048
6,3,35.689545,-81.78822,24,35.717884,-81.7676,0051
6,0,35.750237,-81.73633,3,35.776558,-81.754906,0047-A
6,2,35.728138,-81.76004,24,35.717884,-81.7676,0051
6,2,35.694317,-81.803635,24,35.717884,-81.7676,0051
3,2,35.77025,-81.709305,20,35.758938,-81.71575,0048
6,2,35.775585,-81.80514,3,35.776558,-81.754906,0047-A
1,0,35.77038,-81.76918,3,35.776558,-81.754906,0047-A
6,3,35.749794,-81.72834,3,35.776558,-81.754906,0047-A
6,0,35.749794,-81.72834,3,35.776558,-81.754906,0047-A
5,2,35.739937,-81.66896,18,35.719433,-81.67715,0039
6,3,35.799713,-81.6943,20,35.758938,-81.71575,0048
6,2,35.763317,-81.7166,20,35.758938,-81.71575,0048
6,3,35.689545,-81.78822,24,35.717884,-81.7676,0051
4,2,35.763317,-81.7166,20,35.758938,-81.71575,0048
6,0,35.673065,-81.742836,2,35.732937,-81.73751,0040
6,2,35.753174,-81.66918,13,35.75313,-81.646164,0038
6,3,35.6807,-81.749115,2,35.732937,-81.73751,0040
5,2,35.766525,-81.72279,20,35.758938,-81.71575,0048
6,2,35.73622,-81.67286,18,35.719433,-81.67715,0039
6,2,35.764072,-81.63905,13,35.75313,-81.646164,0038
5,0,35.766525,-81.72279,20,35.758938,-81.71575,0048
6,3,35.701126,-81.736244,2,35.732937,-81.73751,0040
6,2,35.730892,-81.67065,18,35.719433,-81.67715,0039
6,3,35.73728,-81.6776,18,35.719433,-81.67715,0039
6,2,35.734455,-81.62752,13,35.75313,-81.646164,0038
6,0,35.695263,-81.807655,24,35.717884,-81.7676,0051
6,2,35.736057,-81.66666,18,35.719433,-81.67715,0039
6,2,35.74059,-81.664185,18,35.719433,-81.67715,0039
6,2,35.74059,-81.664185,18,35.719433,-81.67715,0039
6,2,35.733086,-81.74382,2,35.732937,-81.73751,0040
6,3,35.705395,-81.744446,2,35.732937,-81.73751,0040
6,3,35.69246,-81.7459,2,35.732937,-81.73751,0040
5,3,35.7547,-81.6774,13,35.75313,-81.646164,0038
1,0,35.730896,-81.67065,18,35.719433,-81.67715,0039
6,3,35.74059,-81.664185,18,35.719433,-81.67715,0039
6,2,35.718224,-81.77434,24,35.717884,-81.7676,0051
6,2,35.712315,-81.73616,2,35.732937,-81.73751,0040
6,0,35.79784,-81.70452,20,35.758938,-81.71575,0048
6,3,35.704456,-81.782814,24,35.717884,-81.7676,0051
6,1,35.72151,-81.66676,18,35.719433,-81.67715,0039
6,3,35.74965,-81.72835,3,35.776558,-81.754906,0047-A
6,2,35.728508,-81.73795,2,35.732937,-81.73751,0040
0,3,35.699085,-81.7796,24,35.717884,-81.7676,0051
6,3,35.728508,-81.73795,2,35.732937,-81.73751,0040
1,0,35.74059,-81.664185,18,35.719433,-81.67715,0039
6,3,35.749832,-81.67464,13,35.75313,-81.646164,0038
6,2,35.75942,-81.72408,20,35.758938,-81.71575,0048
0,3,35.74059,-81.664185,18,35.719433,-81.67715,0039
6,3,35.734505,-81.77938,24,35.717884,-81.7676,0051
6,0,35.77159,-81.72394,20,35.758938,-81.71575,0048
1,3,35.76523,-81.640434,13,35.75313,-81.646164,0038
6,3,35.82095,-81.72377,14,35.788425,-81.75808,0047-B
6,2,35.82095,-81.72377,14,35.788425,-81.75808,0047-B
6,3,35.73728,-81.6776,18,35.719433,-81.67715,0039
6,2,35.727947,-81.75767,2,35.732937,-81.73751,0040
0,0,35.73416,-81.7312,2,35.732937,-81.73751,0040
6,1,35.674145,-81.74469,2,35.732937,-81.73751,0040
6,0,35.749107,-81.75701,3,35.776558,-81.754906,0047-A
6,2,35.756145,-81.7368,3,35.776558,-81.754906,0047-A
6,2,35.756145,-81.7368,3,35.776558,-81.754906,0047-A
6,2,35.756145,-81.7368,3,35.776558,-81.754906,0047-A
5,3,35.73728,-81.6776,18,35.719433,-81.67715,0039
6,2,35.820415,-81.76007,14,35.788425,-81.75808,0047-B
6,2,35.728218,-81.651726,18,35.719433,-81.67715,0039
6,2,35.73728,-81.6776,18,35.719433,-81.67715,0039
6,3,35.79454,-81.69929,20,35.758938,-81.71575,0048
6,0,35.75344,-81.72298,3,35.776558,-81.754906,0047-A
6,0,35.75344,-81.72298,3,35.776558,-81.754906,0047-A
6,2,35.789413,-81.74165,14,35.788425,-81.75808,0047-B
6,0,35.781002,-81.71685,20,35.758938,-81.71575,0048
6,2,35.71544,-81.772705,24,35.717884,-81.7676,0051
6,3,35.74059,-81.664185,18,35.719433,-81.67715,0039
6,3,35.786224,-81.74337,14,35.788425,-81.75808,0047-B
6,2,35.75684,-81.73615,3,35.776558,-81.754906,0047-A
6,2,35.774345,-81.71206,20,35.758938,-81.71575,0048
6,2,35.774345,-81.71206,20,35.758938,-81.71575,0048
5,2,35.774563,-81.79951,3,35.776558,-81.754906,0047-A
6,0,35.77903,-81.7498,20,35.758938,-81.71575,0048
6,3,35.765816,-81.741806,3,35.776558,-81.754906,0047-A
6,3,35.78087,-81.78327,3,35.776558,-81.754906,0047-A
6,3,35.77988,-81.80059,3,35.776558,-81.754906,0047-A
6,3,35.771763,-81.76813,3,35.776558,-81.754906,0047-A
5,0,35.79887,-81.75306,14,35.788425,-81.75808,0047-B
6,3,35.74657,-81.659096,18,35.719433,-81.67715,0039
1,0,35.73754,-81.67584,18,35.719433,-81.67715,0039
6,2,35.72719,-81.76216,24,35.717884,-81.7676,0051
6,2,35.73364,-81.73326,2,35.732937,-81.73751,0040
6,3,35.764896,-81.640755,13,35.75313,-81.646164,0038
6,3,35.732624,-81.745384,2,35.732937,-81.73751,0040
6,3,35.744568,-81.73207,3,35.776558,-81.754906,0047-A
6,0,35.74059,-81.664185,18,35.719433,-81.67715,0039
6,3,35.711437,-81.67201,18,35.719433,-81.67715,0039
6,3,35.736706,-81.64941,18,35.719433,-81.67715,0039
5,3,35.803234,-81.767494,14,35.788425,-81.75808,0047-B
6,0,35.767048,-81.71359,20,35.758938,-81.71575,0048
6,2,35.704067,-81.63996,31,35.812584,-81.663406,0066
6,0,35.672085,-81.726425,4,35.645874,-81.76928,0065
6,3,35.65929,-81.62906,17,35.662476,-81.64974,0064
6,0,35.594788,-81.8187,7,35.689007,-81.8352,0052
6,3,35.65279,-81.74364,4,35.645874,-81.76928,0065
6,3,35.64542,-81.654274,17,35.662476,-81.64974,0064
6,2,35.66074,-81.784485,11,35.645874,-81.76928,0053
6,3,35.711258,-81.7662,24,35.717884,-81.7676,0051
6,0,35.83906,-81.80798,12,35.862507,-81.78356,0062
6,2,35.654964,-81.79483,11,35.645874,-81.76928,0053
6,2,35.810143,-81.65818,31,35.812584,-81.663406,0066
6,1,35.664536,-81.80774,11,35.645874,-81.76928,0053
6,0,35.696205,-81.6897,15,35.695847,-81.70221,0070
6,3,35.65591,-81.75703,11,35.645874,-81.76928,0053
6,2,35.67366,-81.73119,31,35.812584,-81.663406,0066
6,2,35.690834,-81.70228,15,35.695847,-81.70221,0070
6,2,35.672256,-81.838196,7,35.689007,-81.8352,0052
6,2,35.66395,-81.69705,4,35.645874,-81.76928,0065
6,3,35.648598,-81.653946,17,35.662476,-81.64974,0064
6,3,35.648598,-81.653946,17,35.662476,-81.64974,0064
6,3,35.695118,-81.8057,24,35.717884,-81.7676,0051
6,0,35.642834,-81.77421,11,35.645874,-81.76928,0053
6,3,35.66838,-81.78245,11,35.645874,-81.76928,0053
6,2,35.81043,-81.7999,12,35.862507,-81.78356,0062
6,3,35.698833,-81.76541,24,35.717884,-81.7676,0051
6,2,35.709595,-81.81994,24,35.717884,-81.7676,0051
6,0,35.80192,-81.61106,31,35.812584,-81.663406,0066
6,3,35.672844,-81.63614,17,35.662476,-81.64974,0064
6,2,35.664463,-81.807976,11,35.645874,-81.76928,0053
6,2,35.64742,-81.844765,7,35.689007,-81.8352,0052
6,3,35.793636,-81.661026,31,35.812584,-81.663406,0066
6,2,35.704117,-81.78441,24,35.717884,-81.7676,0051
6,2,35.662792,-81.659,17,35.662476,-81.64974,0064
6,2,35.642548,-81.789986,11,35.645874,-81.76928,0053
6,0,35.698753,-81.69948,15,35.695847,-81.70221,0070
6,0,35.820827,-81.68351,31,35.812584,-81.663406,0066
6,2,35.8334,-81.81516,12,35.862507,-81.78356,0062
1,0,35.82716,-81.65408,31,35.812584,-81.663406,0066
6,3,35.8177,-81.6376,31,35.812584,-81.663406,0066
6,3,35.67011,-81.70274,4,35.645874,-81.76928,0065
6,3,35.69245,-81.79012,24,35.717884,-81.7676,0051
6,3,35.64397,-81.66766,17,35.662476,-81.64974,0064
6,2,35.798344,-81.83779,12,35.862507,-81.78356,0062
6,2,35.798344,-81.83779,12,35.862507,-81.78356,0062
6,0,35.815006,-81.62366,31,35.812584,-81.663406,0066
6,3,35.82041,-81.68111,31,35.812584,-81.663406,0066
6,2,35.68739,-81.70687,15,35.695847,-81.70221,0070
6,3,35.652065,-81.7491,11,35.645874,-81.76928,0053
6,0,35.67012,-81.84308,7,35.689007,-81.8352,0052
6,2,35.67772,-81.756004,11,35.645874,-81.76928,0053
6,3,35.694515,-81.83924,7,35.689007,-81.8352,0052
6,2,35.698925,-81.711754,15,35.695847,-81.70221,0070
6,3,35.64866,-81.75995,11,35.645874,-81.76928,0053
6,3,35.701134,-81.68937,15,35.695847,-81.70221,0070
6,0,35.85325,-81.67365,31,35.812584,-81.663406,0066
6,0,35.810276,-81.65949,31,35.812584,-81.663406,0066
6,3,35.667126,-81.65378,17,35.662476,-81.64974,0064
6,3,35.85325,-81.67365,31,35.812584,-81.663406,0066
6,3,35.671223,-81.6492,17,35.662476,-81.64974,0064
6,0,35.67467,-81.717026,4,35.645874,-81.76928,0065
6,0,35.81578,-81.801865,12,35.862507,-81.78356,0062
6,2,35.6771,-81.61608,17,35.662476,-81.64974,0064
6,2,35.831284,-81.64125,31,35.812584,-81.663406,0066
6,2,35.684177,-81.77866,11,35.645874,-81.76928,0053
6,3,35.667892,-81.84222,7,35.689007,-81.8352,0052
6,2,35.815006,-81.62366,31,35.812584,-81.663406,0066
6,2,35.62054,-81.796486,11,35.645874,-81.76928,0053
6,2,35.652348,-81.809784,11,35.645874,-81.76928,0053
6,2,35.62436,-81.80763,11,35.645874,-81.76928,0053
6,3,35.647087,-81.743835,4,35.645874,-81.76928,0065
6,2,35.65129,-81.732895,4,35.645874,-81.76928,0065
6,2,35.672375,-81.63507,17,35.662476,-81.64974,0064
6,2,35.69913,-81.68535,15,35.695847,-81.70221,0070
6,0,35.8205,-81.81084,12,35.862507,-81.78356,0062
6,3,35.651745,-81.75597,11,35.645874,-81.76928,0053
6,2,35.71514,-81.76477,24,35.717884,-81.7676,0051
6,2,35.674652,-81.77091,11,35.645874,-81.76928,0053
6,3,35.8205,-81.8108,12,35.862507,-81.78356,0062
1,0,35.84855,-81.675896,31,35.812584,-81.663406,0066
6,2,35.662785,-81.65903,17,35.662476,-81.64974,0064
6,2,35.66275,-81.65907,17,35.662476,-81.64974,0064
6,0,35.658844,-81.73863,4,35.645874,-81.76928,0065
6,0,35.68593,-81.795654,24,35.717884,-81.7676,0051
6,0,35.6435,-81.772514,11,35.645874,-81.76928,0053
6,0,35.6435,-81.772514,11,35.645874,-81.76928,0053
6,3,35.842636,-81.79929,12,35.862507,-81.78356,0062
6,2,35.59396,-81.827614,7,35.689007,-81.8352,0052
6,3,35.649796,-81.7606,11,35.645874,-81.76928,0053
6,2,35.723732,-81.7869,24,35.717884,-81.7676,0051
6,3,35.709496,-81.76032,24,35.717884,-81.7676,0051
6,2,35.695107,-81.800255,24,35.717884,-81.7676,0051
6,0,35.698692,-81.828354,7,35.689007,-81.8352,0052
6,2,35.82292,-81.66208,31,35.812584,-81.663406,0066
6,3,35.658283,-81.73806,4,35.645874,-81.76928,0065
6,0,35.651577,-81.753746,11,35.645874,-81.76928,0053
6,2,35.676537,-81.76656,11,35.645874,-81.76928,0053
6,2,35.654175,-81.78415,11,35.645874,-81.76928,0053
6,3,35.636993,-81.77166,11,35.645874,-81.76928,0053
6,0,35.68708,-81.69841,15,35.695847,-81.70221,0070
6,3,35.643784,-81.68331,17,35.662476,-81.64974,0064
6,3,35.66192,-81.625404,17,35.662476,-81.64974,0064
6,2,35.808205,-81.81106,12,35.862507,-81.78356,0062
6,2,35.692535,-81.835205,7,35.689007,-81.8352,0052
6,0,35.660465,-81.81648,11,35.645874,-81.76928,0053
6,2,35.703,-81.684975,15,35.695847,-81.70221,0070
6,3,35.688927,-81.788574,24,35.717884,-81.7676,0051
6,2,35.680046,-81.70771,15,35.695847,-81.70221,0070
6,3,35.651745,-81.75597,11,35.645874,-81.76928,0053
6,0,35.704025,-81.6396,31,35.812584,-81.663406,0066
6,0,35.671227,-81.76968,11,35.645874,-81.76928,0053
6,0,35.67903,-81.7235,15,35.695847,-81.70221,0070
6,0,35.81974,-81.678474,31,35.812584,-81.663406,0066
6,2,35.61621,-81.778465,11,35.645874,-81.76928,0053
6,0,35.71262,-81.68967,15,35.695847,-81.70221,0070
6,2,35.802776,-81.81366,12,35.862507,-81.78356,0062
6,2,35.80559,-81.81335,12,35.862507,-81.78356,0062
1,0,35.848717,-81.672386,31,35.812584,-81.663406,0066
6,0,35.842148,-81.81486,12,35.862507,-81.78356,0062
6,2,35.80469,-81.79232,12,35.862507,-81.78356,0062
6,2,35.839287,-81.77673,12,35.862507,-81.78356,0062
6,2,35.672188,-81.72469,4,35.645874,-81.76928,0065
6,3,35.679726,-81.69837,4,35.645874,-81.76928,0065
6,3,35.8137,-81.6633,31,35.812584,-81.663406,0066
6,3,35.699913,-81.80257,24,35.717884,-81.7676,0051
6,3,35.69477,-81.80577,24,35.717884,-81.7676,0051
6,3,35.703045,-81.684975,15,35.695847,-81.70221,0070
6,0,35.83217,-81.63652,31,35.812584,-81.663406,0066
1,0,35.877014,-81.74534,12,35.862507,-81.78356,0062
1,0,35.877014,-81.74534,12,35.862507,-81.78356,0062
6,2,35.706257,-81.70596,15,35.695847,-81.70221,0070
6,3,35.672264,-81.699455,4,35.645874,-81.76928,0065
6,2,35.648228,-81.759636,11,35.645874,-81.76928,0053
6,2,35.836983,-81.644775,31,35.812584,-81.663406,0066
6,2,35.73041,-81.776955,24,35.717884,-81.7676,0051
1,0,35.699596,-81.815315,7,35.689007,-81.8352,0052
6,3,35.712276,-81.77612,24,35.717884,-81.7676,0051
6,3,35.65923,-81.62659,17,35.662476,-81.64974,0064
6,0,35.660995,-81.64936,17,35.662476,-81.64974,0064
6,3,35.63055,-81.8125,11,35.645874,-81.76928,0053
6,3,35.7042,-81.64101,31,35.812584,-81.663406,0066
6,3,35.7042,-81.64101,31,35.812584,-81.663406,0066
6,2,35.67579,-81.72852,4,35.645874,-81.76928,0065
6,2,35.69143,-81.72554,15,35.695847,-81.70221,0070
6,2,35.692837,-81.71185,15,35.695847,-81.70221,0070
6,0,35.66961,-81.70421,4,35.645874,-81.76928,0065
6,0,35.827324,-81.82343,12,35.862507,-81.78356,0062
6,0,35.66961,-81.70421,4,35.645874,-81.76928,0065
6,2,35.813477,-81.62455,31,35.812584,-81.663406,0066
1,0,35.84869,-81.67223,31,35.812584,-81.663406,0066
1,0,35.69786,-81.768135,24,35.717884,-81.7676,0051
6,0,35.665104,-81.78927,11,35.645874,-81.76928,0053
6,3,35.705647,-81.763275,24,35.717884,-81.7676,0051
6,3,35.645138,-81.76437,11,35.645874,-81.76928,0053
6,3,35.669514,-81.70456,4,35.645874,-81.76928,0065
6,3,35.669514,-81.70456,4,35.645874,-81.76928,0065
6,2,35.7146,-81.83604,7,35.689007,-81.8352,0052
6,3,35.649796,-81.7606,11,35.645874,-81.76928,0053
6,2,35.842148,-81.81486,12,35.862507,-81.78356,0062
6,0,35.658337,-81.742714,4,35.645874,-81.76928,0065
6,3,35.839226,-81.8322,12,35.862507,-81.78356,0062
6,0,35.668842,-81.842415,7,35.689007,-81.8352,0052
6,0,35.81974,-81.678474,31,35.812584,-81.663406,0066
6,2,35.674362,-81.702065,4,35.645874,-81.76928,0065
6,0,35.676247,-81.7973,11,35.645874,-81.76928,0053
6,0,35.69834,-81.83698,7,35.689007,-81.8352,0052
6,2,35.681408,-81.7787,11,35.645874,-81.76928,0053
6,0,35.70549,-81.814606,7,35.689007,-81.8352,0052
6,2,35.6686,-81.76298,11,35.645874,-81.76928,0053
6,0,35.654312,-81.74951,4,35.645874,-81.76928,0065
6,0,35.656204,-81.756714,11,35.645874,-81.76928,0053
6,0,35.668026,-81.839584,7,35.689007,-81.8352,0052
6,0,35.71881,-81.79523,24,35.717884,-81.7676,0051
6,3,35.68999,-81.76366,11,35.645874,-81.76928,0053
6,3,35.7262,-81.77128,24,35.717884,-81.7676,0051
6,0,35.68632,-81.70638,15,35.695847,-81.70221,0070
6,0,35.84897,-81.65519,31,35.812584,-81.663406,0066
6,0,35.66955,-81.70439,4,35.645874,-81.76928,0065
6,3,35.6582,-81.623856,17,35.662476,-81.64974,0064
6,2,35.66978,-81.70343,4,35.645874,-81.76928,0065
6,2,35.654102,-81.79493,11,35.645874,-81.76928,0053
6,0,35.645573,-81.68006,17,35.662476,-81.64974,0064
6,0,35.81962,-81.79101,12,35.862507,-81.78356,0062
6,2,35.63141,-81.80846,11,35.645874,-81.76928,0053
6,0,35.88099,-81.745255,12,35.862507,-81.78356,0062
6,3,35.8177,-81.6376,31,35.812584,-81.663406,0066
6,0,35.645573,-81.68006,17,35.662476,-81.64974,0064
6,2,35.812332,-81.78918,12,35.862507,-81.78356,0062
6,0,35.866867,-81.76557,12,35.862507,-81.78356,0062
6,3,35.638832,-81.83727,7,35.689007,-81.8352,0052
6,2,35.66305,-81.80434,11,35.645874,-81.76928,0053
6,3,35.72311,-81.79118,24,35.717884,-81.7676,0051
6,3,35.72311,-81.79118,24,35.717884,-81.7676,0051
6,2,35.66807,-81.7412,4,35.645874,-81.76928,0065
6,2,35.708374,-81.70228,15,35.695847,-81.70221,0070
6,0,35.660583,-81.76681,11,35.645874,-81.76928,0053
6,0,35.70415,-81.85974,7,35.689007,-81.8352,0052
6,0,35.64378,-81.68321,17,35.662476,-81.64974,0064
6,0,35.808014,-81.65792,31,35.812584,-81.663406,0066
6,0,35.680588,-81.84391,7,35.689007,-81.8352,0052
6,2,35.66936,-81.83899,7,35.689007,-81.8352,0052
6,2,35.66936,-81.83899,7,35.689007,-81.8352,0052
6,2,35.711285,-81.80473,24,35.717884,-81.7676,0051
6,2,35.682194,-81.69217,15,35.695847,-81.70221,0070
6,3,35.817112,-81.63324,31,35.812584,-81.663406,0066
6,2,35.69946,-81.73708,15,35.695847,-81.70221,0070
6,2,35.680065,-81.776115,11,35.645874,-81.76928,0053
1,3,35.702602,-81.813065,7,35.689007,-81.8352,0052
6,2,35.8357,-81.81508,12,35.862507,-81.78356,0062
6,0,35.66286,-81.76726,11,35.645874,-81.76928,0053
6,2,35.657967,-81.83999,7,35.689007,-81.8352,0052
6,3,35.67354,-81.72653,4,35.645874,-81.76928,0065
6,3,35.8205,-81.8108,12,35.862507,-81.78356,0062
6,2,35.81806,-81.635574,31,35.812584,-81.663406,0066
